paperId	phenotypeId	phenotypeName	title	clean_abstract
32561302	HP:0030080	Burkitt lymphoma	Endoscopic detection of the lead-point of intussusception associated with ileal Burkitt's lymphoma.	endoscopic detection leadpoint intussusception associated ileal burkitts lymphoma
35419079	HP:0001686	Loss of voice	Neurogenerative Disease Diagnosis in Cepstral Domain Using MFCC with Deep Learning.	underlying cognitive neuromuscular activities regulate speech signals biomarkers human voice provide insight neurological illnesses multiple motor nonmotor aspects neurologic voice disorders arise underlying neurologic condition parkinsons disease multiple sclerosis myasthenia gravis als voice problems caused disorders affect corticospinal system cerebellum basal ganglia upper lower motoneurons according new study voice pathology detection technologies successfully aid assessment voice irregularities enable early diagnosis voice pathology paper offer two deeplearningbased computational models 1dimensional convolutional neural network 1d cnn 2dimensional convolutional neural network 2d cnn simultaneously detect voice pathologies caused neurological illnesses causes german corpus saarbruecken voice database svd used voice recordings sustained vowel generated normal pitch collected voice signals padded segmented maintain homogeneity increase number samples convolutional layers applied raw data mfcc features extracted project although 1d cnn maximum accuracy 9311 test data model training produced overfitting 2d cnn generalized data better lower train validation loss despite accuracy 8417 test data also 2d cnn outperforms stateoftheart studies field implying model trained handcrafted features better speech processing model extracts features directly
32994521	HP:0025626	Increased circulating oleate level	Dietary fatty acid intake and gut microbiota determine circulating endocannabinoidome signaling beyond the effect of body fat.	endocannabinoidome encompasses several fatty acid faderived mediators including endocannabinoid anandamide aea 2arachidonoylglycerol 2ag served targets antiobesity drug development congener nacylethanolamines naes 2monoacylglycerols 2‑mags involved food intake energy metabolism body weight fat distribution suggested determinants peripheral endocannabinoid levels aimed investigating factors beyond body fat composition associated circulating nae 2mag levels heterogeneous human population plasma naes 2mags measured using lcmsms crosssectional sample healthy men women n 195 covering wide range bmi individuals 2day mediterranean diet n 21 circulating levels 2mags naes noleoylethanolamine oea correlated body fat mass visceral adipose tissue 026 r 054 nae levels elevated individuals elevated fat mass 2mags increased individuals predominantly visceral body fat distribution dietary intakes specific fas associated 2ag omega3faderived naes 2mags irrespective body fat distribution gut bacterial families eg veillonellaceae peptostreptococcaceae akkermansiaceae associated variations naes omega3faderived 2‑mags independently fat mass dietary fa intake finally 2day mediterranean diet intervention increased circulating levels naes 2mags agreement changes fa intake p 001 selfreported intake shortterm dietary intervention increased oleic acid epa dha intake well certain gut microbiota taxa associated circulating naes 2‑mags independently adiposity measures thus highlighting potential importance variables determining endocannabinoidome signaling humans
29565498	HP:0006557	Polycystic liver disease	Minimally invasive management of hepatic cysts: indications and complications.	objective liver cysts divided congenital acquired congenital cystic lesions include polycystic liver disease simple cysts duct related ciliated hepatic foregut cysts acquired cystic lesions divided infectious noninfectious infectious cysts hydatid cyst amoebic abscess pyogenic abscess whereas noninfectious cysts neoplastic cysts false cysts modern medicine provides lot minimally invasive therapeutic modalities emerged pressing need understanding various types liver cysts possible minimal therapeutic options along indications complications aim clarify role minimally invasive techniques management hepatic cysts materials methods literature review performed using medline database search terms liver cyst minimally invasive laparoscopic percutaneous drainage fenestration reviewed 82 english language publications articles published october 2017 results minimally invasive management liver lc emerging field including many therapeutic modalities ranging percutaneous aspiration pyogenic abscesses laparoscopic hepatectomy hepatic cystadenomas used techniques percutaneous drainage laparoscopic fenestration laparoscopic hepatectomy conclusions application various minimally invasive approaches well indication complications depend type cystic lesion size position liver percutaneous drainage mostly used simple cysts hydatid cysts pyogenic abscesses bilomas laparoscopic fenestration mostly used simple cysts polycystic liver disease finally laparoscopic hepatectomy mostly used polycystic liver disease hydatid cysts cystadenomas
22173181	HP:0000074	Ureteropelvic junction obstruction	Is renal biopsy a better predictor of the outcome of pyeloplasty in adult ureteropelvic junction obstruction?	objective prospectively evaluate per operative renal biopsy predictor outcome pyeloplasty cases unilateral pelviureteric junction obstruction adults materials methods conducted prospective study 24 patients unilateral upj obstruction undergoing pyeloplasty november 2005 august 2006 followed december 2010 intraoperative renal wedge biopsy obtained patients correlated preoperative drf diuretic renogram outcome pyeloplasty assessed 1 3 years diuretic renograms renal biopsy predictive tool compared preoperative drf results histology suggestive obstructive damage kidneys significant glomerulosclerosis widened bowmans capsule interstitial fibrosis tubular atrophy renal biopsy highly significant predictor poor outcome pyeloplasty p value001 compared preoperative drf conclusion renal biopsy better predictor outcome pyeloplasty compared preoperative drf upj obstruction presence severe obstructive changes renal biopsy recoverability renal function despite achievement successful drainage significantly decreased
30253317	HP:0033715	Hippocampal sclerosis	Increased expression of WNK3 in dispersed granule cells in hippocampal sclerosis of mesial temporal lobe epilepsy patients.	granule cell dispersion gcd common neuropathological feature hippocampal sclerosis hs patients temporal lobe epilepsy tle however underlying molecular mechanism gcd formation remains unclear present study aimed investigate expressional changes lysine protein kinase subtype 3 wnk3 molecule upstream cationchloride cotransporters reciprocal expression sclerosed hippocampus tle patients using immunofluorescence staining analyzed wnk3 immunoreactivity hippocampal specimens histologically normal controls tle patients hs results showed wnk3 expression significantly increased dispersed granule neurons hippocampal tissues patients tle compared histologically normal hippocampus findings demonstrate potential association increased expression wnk3 gcd formation chronic phase epilepsy controlling wnk3 expression may thus novel therapeutic target epileptogenesis
12701118	HP:0001973	Autoimmune thrombocytopenia	Successful treatment of a patient with hairy cell leukemia and pentostatin-induced autoimmune thrombocytopenia with rituximab.	treatment choice hairy cell leukemia hcl purine analogs pentostatin cladribine induced complete remissions 85 patients purine analogs known induce autoimmune phenomena reports autoimmune thrombocytopenia treatment pentostatin case report describes rare association pentostatintreated hairy cell leukemia autoimmune thrombocytopenia encouraged first reports promising activity anticd20 monoclonal antibody rituximab patients autoimmune disorders decided treat patient rituximab conventional dose 375 mgm2 iv weekly 4 cycles one week first administration peripheral blood count recovered normal platelet count 22 weeks completion therapy patient still complete hematologic remission without medication conclusion rituximab seems new promising drug treatment refractory autoimmune thrombocytopenia even patients underlying lymphoproliferative disorders
28186989	HP:0003214	Prolonged G2 phase of cell cycle	Inhibiting DNA-PKcs in a non-homologous end-joining pathway in response to DNA double-strand breaks.	dnadependent protein kinase catalytic subunit dnapkcs distinct factor nonhomologous endjoining nhej pathway involved dna doublestrand break dsb repair examined crosstalk key proteins dsb nhej repair pathway cell cycle regulation found mouse embryonic fibroblast mef cells deficient dnapkcs ku70 vulnerable ionizing radiation ir compared wildtype cells dsb repair delayed γh2ax associated phosphoataxiatelangiectasia mutated kinase ser1987 phosphocheckpoint effector kinase 1 ser345 foci arrest cell cycle g2m phase inhibition dnapkcs prolonged irinduced g2m phase arrest sequential activation cell cycle checkpoints dsbs introduced cell cycle checkpoints recruited exposure ir nasopharyngeal carcinoma sune1 cells nu7441 radiosensitized mef cells sune1 cells interfering dsb repair together results reveal mechanism coupling dsb repair cell cycle radiosensitizes nhej repairdeficient cells justifying development dnapk inhibitors cancer therapy
24102226	HP:0040119	Unilateral conductive hearing impairment	Vestibular evoked myogenic potential according to middle ear condition in chronic otitis media with tympanic membrane perforation.	conclusion vestibular evoked myogenic potential vemp function results vary individuals different middle ear conditions therefore analyzing vemp results paper patching predict condition middle ear chronic otitis media com patients objectives vemp responses decrease impairment sound transmission conductive hearing loss chl com tympanic membrane tm perforation common disorder causes various degrees chl aim study evaluate clarify vemp responses patients com different middle ear pathology methods study included 50 patients unilateral com tm perforation initial puretone audiometry pta vemp responses recorded paper patching pta vemp reperformed vemp response compared healthy controls moreover vemp responses pre postpaper patching compared results positive correlation normalizing vemp parameters p13 vemp asymmetry ratio var reduction airbone gap patients com paper patching vemp response patients com intact ossicle clean mucosa normalized compared patients com different middle ear conditions
14983225	HP:0040230	Decreased level of tissue plasminogen activator	Enhancement of endogenous fibrinolysis does not reduce local fibrin deposition, but modulates inflammation upon intestinal ischemia and reperfusion.	study investigated contribution endogenous suppression fibrinolysis increased fibrin deposition intestinal dysfunction injury rat model intestinal ischemiareperfusion ir fibrinolytic inhibition may lead thrombotic obstructions compromise microcirculation promote intestinal injury circulatory fibrinolysis enhanced intravenous administration recombinant tissue plasminogen activator rtpa inhibition paii administration ma33h1f7 coagulation fibrinolysis parameters obtained portal blood correlated fibrin deposition determined antirat fibrin antibody staining intestinal function glucosewater clearance intestinal injury histological evaluation parkchiu score enhanced circulatory fibrinolytic activity evidenced increased portal plasma plasminogen activator activity elevated fibrin degradation products decreased levels paii reduce mucosal fibrin deposition microthrombosis postischemic intestinal tissue furthermore rtpa antipaii antibody administration attenuate irinduced intestinal injury dysfunction demonstrated intestinal histopathology scores 4802 4703 control ir group 4702 glucose clearances 476 469 micro lmin g control ir group 308 micro lmin g 40 minutes intestinal ischemia 3 hours reperfusion respectively however interventions resulted decreased levels interleukin6 may indicate fibrininduced modulation inflammation attempts enhance fibrinolytic activity either rtpa antipaii administration indicated increased portal plasma levels released fdp failed decrease mucosal fibrin deposition attenuate intestinal ir injury based observations previous reports contribution suppressed endogenous fibrinolysis microcirculatory fibrin deposition irinjury may limited importance
25214437	HP:0040154	Acne inversa	Hidradenitis suppurativa.	hidradenitis suppurativa chronic relapsing disorder folliculopilosebaceous units fpsus negative impact quality life extreme mainly due lack early recognition accurate diagnosis appropriate management support structure fpsus defective influence endogenous reproductive hormones exogenous hormones androgens precursors dairy products dietary factors follicular unit plugged distended retained keratin friction shearing forces pressure lead rupture leakage ductal contents weakened fpsu causing inflammatory reaction mediated mainly innate immune system therapy requires patient comprehension cooperation counseling aggressive hormonal dietary modification avoidance trauma leads rupture active multimodal antiinflammatory therapy early unroofing debridement full therapeutic program needed avoid aggressive surgery required condition diagnosed early managed appropriately
17241478	HP:0008318	Elevated leukocyte alkaline phosphatase	Chronic multifocal non-bacterial osteomyelitis in hypophosphatasia mimicking malignancy.	background hypophosphatasia hp characterized genetic defect tissuenonspecific alkaline phosphatase tnsalp gene predominantly autosomal recessive trait hp patients suffer reduced bone mineralization biochemically elevated concentrations substrates tnsalp including pyridoxal5phosphate inorganic pyrophosphate occur serum tissues urine latter associated chronic inflammation hyperprostaglandinism case presentation report 2 affected children presenting multifocal inflammatory bone lesions mimicking malignancy 6 years old girl short stature treated human growth hormone since 6 months started complain painful swelling left cheek mri suggested malignant bone lesion bone biopsy however revealed chronic inflammation bone scan showed second rib lesion since biopsy sterile descriptive diagnosis chronic nonbacterial osteomyelitis cno established diagnostic tests related growth failure repeated subsequent analyses demonstrated molecular defect tnsalp gene second girl 10 years old complained back pain fallen bike x rays spine revealed compressions 2 thoracic vertebrae first considered trauma related however bone scan show additional lesion right 4th rib biopsy rib revealed sterile lympho plasmocytoid osteomyelitis suggesting multifocal cno analyses show decreased tnsalp leukocytes elevated pyridoxal phosphate plasma suggesting heterozygous carrier status hp conclusion chronic bone oedema adult hp chronic hyperprostaglandinism childhood hp suggest hp patients bone inflammation present conjunction metabolic defect sterile multifocal osteomyelitis could demonstrated nonsteroidal antiinflammatory treatment achieved complete remission cases illustrate chronic inflammation bone new feature hp
16930374	HP:0033715	Hippocampal sclerosis	MRI evidence of bilateral hippocampal sclerosis in amnestic mild cognitive impairment.	present case man affected amnestic mild cognitive impairment amci showed bilateral hippocampal sclerosis magnetic resonance imaging mri argue concept amci heterogeneous syndrome suggested utility coronal t2weighted mri images routine dementia workup
25602147	HP:0003214	Prolonged G2 phase of cell cycle	A delay prior to mitotic entry triggers caspase 8-dependent cell death in p53-deficient Hela and HCT-116 cells.	stathminoncoprotein 18 microtubule destabilizing protein required survival p53deficient cells stathmindepleted cells slower enter mitosis whether delayed mitotic entry triggers cell death whether stathmin separate prosurvival function unknown test possibilities abrogated cell cycle delay inhibiting wee1 synchronized stathmindepleted cells found apoptosis reduced control levels synchronized cells treated 4 hour pulse inhibitors cdk1 aurora plk1 delayed mitotic entry apoptosis triggered p53deficient cells detect mitotic defects downstream delayed mitotic entry indicating cell death activated mechanism distinct activated prolonged mitotic arrest cell death triggered initiator caspase 8 based cleavage active form rescue viability caspase 8 depletion treatment caspase 8 inhibitor contrast initiator caspase 9 activated prolonged mitotic arrest activated required apoptosis experimental conditions p53 upregulates expression cflipl protein blocks caspase 8 activation cflipl levels lower cells lacking p53 levels reduced greater extent stathmin depletion expression flagtagged cflipl p53deficient cells rescues apoptosis triggered stathmin depletion cdk1 inhibition g2 data indicate cell cycle delay g2 activates caspase 8 initiate apoptosis specifically p53deficient cells
22269609	HP:0033176	Submandibular lymph node enlargement	Melioidosis presenting with mediastinal lymphadenopathy masquerading as malignancy: a case report.	introduction melioidosis endemic thailand northern territory australia emerging infectious disease india present varied forms case melioidosis presenting rare anterior mediastinal mass masquerade malignancy tuberculosis described treatment patient initially showed increase size mediastinal node development new submandibular node best knowledge phenomenon documented literature highlighted case report case presentation 43yearold asian man diabetes presented fever loss appetite weight loss one month painful swelling left mandible five days examination revealed enlarged left submandibular lymph node bilateral axillary lymph nodes chest xray showed mediastinal widening computed tomography thorax showed lobulated heterogeneously enhancing anterior mediastinal mass encasing superior vena cava suggestive malignancy excision biopsy lymph node showed granulomas suggestive tuberculosis bone marrow culture lymph node aspirate culture grew burkholderia pseudomallei treated parenteral ceftazidime amoxicillinclavulanic acid course treatment developed enlargement submandibular lymph node opposite side gradually subsided continuation therapy orally combination cotrimoxazole doxycycline six months repeat computed tomography chest scan showed resolution mediastinal mass conclusion melioidosis present mediastinal mass mimics tuberculosis malignancy initial phase treatment melioidosis appearance new lymph nodes increase size existing lymph nodes mean treatment failure inexperienced clinicians may consider treatment failure may switch treatment best knowledge first report documenting phenomenon melioidosis cases
32004900	HP:0011598	Right aortic arch with retroesophageal left subclavian artery	Aberrant right subclavian artery with atrial septal defect: Simultaneous repair via median sternotomy.	introduction aberrant right subclavian artery also known arteria lusoria one rarer congenital vascular malformations left sided aortic arch arises distal left subclavian artery following retroesophageal course right side causing compression trachea esophagus resulting variety symptoms commonly dysphagia presentation case report case two half year old child diagnosed aberrant right subclavian artery ostium secundum atrial septal defect underwent simultaneous repair conditions via median sternotomy discussion aberrant right subclavian artery arsa prevalence 18 commonly presents fourth fifth decade life various surgical approaches described repair anomaly past years limitations complications however median sternotomy approach provides adequate exposure division reimplantation vessel simultaneously allows repair intracardiac defect conclusion believe best exposure correction aberrant right subclavian artery via median sternotomy especially pediatric patients associated cardiac anomalies
16194707	HP:0000074	Ureteropelvic junction obstruction	Laparoscopic pyeloplasty versus antegrade endopyelotomy: comparison in 100 patients and a new algorithm for the minimally invasive treatment of ureteropelvic junction obstruction.	aim article assess treatment efficacy percutaneous endopyelotomy laparoscopic pyeloplasty establish new algorithm minimally invasive treatment ureteropelvic junction obstruction upjo hospital records office charts radiographic studies patients upjo treated either endoscopically n 50 laparoscopically n 50 endopyeloplasty n 5 reviewed percutaneous endopyelotomies performed cold hookknife technique laparoscopic pyeloplasties performed transperitoneally using andersonhynes dismembered anastomosis successful outcomes defined relief obstruction quantified diuretic renal scans andor relief obstructive symptoms patients followed average 160 months range 2 42 months endoscopically treated group average age 446 156 years estimated blood loss ebl 1521 1128 ml hospital stay 25 10 days significant change preoperative postoperative creatinine 12 07 mgdl 12 07 106 62 micromoll 106 62 micromoll success rates included 92 35 38 primary percutaneous antegrade endopyelotomy 58 7 12 secondary percutaneous antegrade endopyelotomy primary percutaneous antegrade endopyelotomy failures n 3 either grade 3 grade 4 hydronephrosis laparoscopic pyeloplasty group average age 379 148 years ebl 1083 1094 ml average hospital stay 26 09 days significant change preoperative postoperative creatinine 11 04 mgdl 10 04 mgdl 97 35 micromoll 97 35 micromoll success rates included 100 29 29 primary repair 952 20 21 secondary repair statistical difference preoperative patient parameters objective outcomes comparing primary endopyelotomy primary laparoscopic pyeloplasty skilled hands highly successful outcomes expected either antegrade endopyelotomy laparoscopic pyeloplasty used treat primary upjo instance upjo associated high degree hydronephrosis patients may better served laparoscopic pyeloplasty maximize efficacious outcome minimally invasive upjo treatment decisions based patient surgeon preference directed presented algorithm
15270772	HP:0033715	Hippocampal sclerosis	Hippocampal sclerosis.	hippocampal sclerosis
22055259	HP:0030795	Reduced C-peptide level	The duration of diabetes affects the response to intensive glucose control in type 2 subjects: the VA Diabetes Trial.	background goal va diabetes trial vadt determine effect intensive glucose control macrovascular events subjects difficulttocontrol diabetes significant benefit found report examines predictors effect intensive therapy primary outcome population methods trial included 1791 subjects baseline cardiovascular risk factors collected interview va record analyses done intention treat findings univariate analysis baseline predictors primary cardiovascular cv event included prior cv event age insulin use baseline duration diagnosed diabetes p 0001 multivariable modeling revealed ushaped relationship duration diabetes treatment modeled estimates hazard ratios hrs treatment show subjects short duration 3 years less diagnosed diabetes nonsignificant increase risk hr 10 hr 10 7 15 years duration entry subjects hrs favoring intensive treatment thereafter hr approaches 10 over21years duration approaches 20 duration 21 years resulted hr 1977 ci 1773320 p 01 baseline cpeptide levels progressively declined 15 years stable subsequently interpretation difficulttocontrol older subjects type 2 dm duration diabetes altered response intensive glucose control intensive therapy may reduce cv events subjects duration 15 years less may increase risks longer duration
23926096	HP:0032063	Ankle joint effusion	Evaluation of ankle swelling due to Lofgren's syndrome: a pilot study using B-mode and power Doppler ultrasonography.	objective patients acute sarcoidosis frequently present bilateral painful swelling ankles establishing ankle arthritis hallmark lofgrens syndrome standardized highresolution musculoskeletal ultrasound msus including power doppler utilized characterize nature ankle swelling patients presenting lofgrens syndrome methods ankle joints 36 consecutive patients lofgrens syndrome investigated highresolution msus using bmode power doppler mode presence effusionsynovitis tenosynovitis determined hyperperfusion scored semiquantitative fashion grade 03 results majority patients 26 722 36 present characteristic arthrosonographic findings acute arthritis distension capsule hyperperfusion ankle joint effusion observed 9 25 36 patients generally mild character grade ankle joint effusion n 8 888 grade ii ankle joint effusion n 1 112 contrast extensive subcutaneous edema indicating periarthritis detected 23 92 25 patients addition tenosynovitis could visualized 14 patients 388 using msus conclusion utilizing msus including power doppler present results clearly demonstrate ankle swelling patients lofgrens syndrome predominantly due periarticular soft tissue swelling tenosynovitis contrast distinct articular synovitis rare present mild degree without relevant power doppler activity
29546011	HP:0025317	Cubitus varus	A new osteotomy for the prevention of prominent lateral condyle after cubitus varus correctional surgery-made possible by a 3D printed patient specific osteotomy guide: A case report.	introduction skeletal deformity correction procedure high aesthetic functional demand therefore meticulous surgical planning always mandatory however known surgery things may often get slippery leaving surgeon chance improvisation shortcoming rare occasion find unhappy patients undergone deformity correction surgery presentation case patient eighteenyearold male 40° cubitus varus deformity 20° flexion extension deficits due right humerus supracondylar fracture obtained eight years ago two prior surgeries year injury considering severity deformity decided plan surgery 3d software obtain 3d printed models help surgical fixation options finally use custom 3d printed resection guide apply plan surgery discussion traditional methods skeletal deformity correction lack preoperative precision tools perform plan surgery deformity correction 3d images 3d printed patient specific instruments help surgeon accomplish correct deformities results identical surgical plan conclusion superior precision 3d planning easy utilization patient specific 3d printed instruments skeletal deformity surgery provides unparalleled foreseeable results methodology prone gold standard deformity surgery near future
